date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:10:29	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2265e500fd-31916%22	https://uithemez.com/i/andrew/assets/fonts/fa-solid-900.eot	C:/Users/aliri/Desktop/Harun/harun/uithemez.com/i/andrew/assets/fonts/fa-solid-900.eot	(from https://uithemez.com/i/andrew/assets/css/plugins/fontawesome-all.min.css)
21:10:29	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2265e500fd-31916%22	https://uithemez.com/i/andrew/assets/fonts/fa-solid-900.eot?	C:/Users/aliri/Desktop/Harun/harun/uithemez.com/i/andrew/assets/fonts/fa-solid-900d41d.eot	(from https://uithemez.com/i/andrew/assets/css/plugins/fontawesome-all.min.css)
21:10:29	78268/78268	---M--	200	added ('OK')	application/font-woff2	etag:%2265e500ff-131bc%22	https://uithemez.com/i/andrew/assets/fonts/fa-solid-900.woff2	C:/Users/aliri/Desktop/Harun/harun/uithemez.com/i/andrew/assets/fonts/fa-solid-900.woff2	(from https://uithemez.com/i/andrew/assets/css/plugins/fontawesome-all.min.css)
21:10:30	274/274	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2031%20Dec%202024%2018:10:29%20GMT	https://uithemez.com/i/andrew/assets/fonts/fa-solid-900.svg	C:/Users/aliri/Desktop/Harun/harun/uithemez.com/i/andrew/assets/fonts/fa-solid-900.svg	(from https://uithemez.com/i/andrew/assets/css/plugins/fontawesome-all.min.css)
21:10:30	202744/202744	---M--	200	added ('OK')	application/octet-stream	etag:%2265e500fe-317f8%22	https://uithemez.com/i/andrew/assets/fonts/fa-solid-900.ttf	C:/Users/aliri/Desktop/Harun/harun/uithemez.com/i/andrew/assets/fonts/fa-solid-900.ttf	(from https://uithemez.com/i/andrew/assets/css/plugins/fontawesome-all.min.css)
21:10:30	101648/101648	---M--	200	added ('OK')	application/font-woff	etag:%2265e500fe-18d10%22	https://uithemez.com/i/andrew/assets/fonts/fa-solid-900.woff	C:/Users/aliri/Desktop/Harun/harun/uithemez.com/i/andrew/assets/fonts/fa-solid-900.woff	(from https://uithemez.com/i/andrew/assets/css/plugins/fontawesome-all.min.css)
21:10:30	274/274	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2031%20Dec%202024%2018:10:29%20GMT	https://uithemez.com/i/andrew/assets/css/images/close.png	C:/Users/aliri/Desktop/Harun/harun/uithemez.com/i/andrew/assets/css/images/close.png	(from https://uithemez.com/i/andrew/assets/css/plugins/YouTubePopUp.css)
21:10:30	31487/31487	---M--	200	added ('OK')	image/png	etag:%2265e50137-7aff%22	https://uithemez.com/i/andrew/assets/imgs/resume/s4.png	C:/Users/aliri/Desktop/Harun/harun/uithemez.com/i/andrew/assets/imgs/resume/s4.png	(from https://uithemez.com/i/andrew/about.html)
21:10:31	281062/281062	---M--	200	added ('OK')	image/jpeg	etag:%2265e50148-449e6%22	https://uithemez.com/i/andrew/assets/imgs/works/7.jpg	C:/Users/aliri/Desktop/Harun/harun/uithemez.com/i/andrew/assets/imgs/works/7.jpg	(from https://uithemez.com/i/andrew/portfolio.html)
21:10:31	29101/29101	---M--	200	added ('OK')	image/jpeg	etag:%2265e50122-71ad%22	https://uithemez.com/i/andrew/assets/imgs/blog/t1.jpg	C:/Users/aliri/Desktop/Harun/harun/uithemez.com/i/andrew/assets/imgs/blog/t1.jpg	(from https://uithemez.com/i/andrew/blogs.html)
21:10:31	9656/9656	---M--	200	added ('OK')	image/jpeg	etag:%2265e50123-25b8%22	https://uithemez.com/i/andrew/assets/imgs/blog/t2.jpg	C:/Users/aliri/Desktop/Harun/harun/uithemez.com/i/andrew/assets/imgs/blog/t2.jpg	(from https://uithemez.com/i/andrew/blogs.html)
21:10:32	10419/10419	---M--	200	added ('OK')	image/jpeg	etag:%2265e50123-28b3%22	https://uithemez.com/i/andrew/assets/imgs/blog/t3.jpg	C:/Users/aliri/Desktop/Harun/harun/uithemez.com/i/andrew/assets/imgs/blog/t3.jpg	(from https://uithemez.com/i/andrew/blogs.html)
21:10:32	274/274	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2031%20Dec%202024%2018:10:31%20GMT	https://uithemez.com/i/andrew/blogs	C:/Users/aliri/Desktop/Harun/harun/uithemez.com/i/andrew/blogs	(from https://uithemez.com/i/andrew/blogs.html)
21:10:32	76736/76736	---M--	200	added ('OK')	application/font-woff2	etag:%2265e500fb-12bc0%22	https://uithemez.com/i/andrew/assets/fonts/fa-brands-400.woff2	C:/Users/aliri/Desktop/Harun/harun/uithemez.com/i/andrew/assets/fonts/fa-brands-400.woff2	(from https://uithemez.com/i/andrew/assets/css/plugins/fontawesome-all.min.css)
21:10:32	201635/201635	---M--	200	added ('OK')	image/png	etag:%2265e50165-313a3%22	https://uithemez.com/i/andrew/assets/imgs/works/project/3.png	C:/Users/aliri/Desktop/Harun/harun/uithemez.com/i/andrew/assets/imgs/works/project/3.png	(from https://uithemez.com/i/andrew/project-details.html)
21:10:32	312375/312375	---M--	200	added ('OK')	image/jpeg	etag:%2265e50149-4c437%22	https://uithemez.com/i/andrew/assets/imgs/works/8.jpg	C:/Users/aliri/Desktop/Harun/harun/uithemez.com/i/andrew/assets/imgs/works/8.jpg	(from https://uithemez.com/i/andrew/portfolio.html)
